City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Budelsdorf,DE,54.3167,9.6833,38.82,73,20,7.0,few clouds
349,Ixtapa,MX,20.7,-105.2,76.23,75,6,8.99,clear sky
350,Lavrentiya,RU,65.5833,-171.0,-2.34,64,0,9.13,clear sky
351,Douentza,ML,14.9951,-2.9517,69.85,13,1,5.64,clear sky
352,Cidreira,BR,-30.1811,-50.2056,72.09,95,100,2.86,overcast clouds
353,Ekhabi,RU,53.5102,142.9671,2.3,93,100,19.73,overcast clouds
354,Okhotsk,RU,59.3833,143.3,-1.79,72,89,15.3,overcast clouds
355,Miltenberg,DE,49.7039,9.2644,43.12,86,100,1.99,overcast clouds
356,Hami,CN,42.8,93.45,23.23,35,81,2.21,broken clouds
357,Abu Samrah,SY,35.3029,37.1841,46.09,88,97,7.36,overcast clouds
358,Fontem,CM,5.4685,9.8818,71.22,46,46,1.34,scattered clouds
359,Codrington,AU,-38.2667,141.9667,63.12,68,91,13.53,overcast clouds
360,Batemans Bay,AU,-35.7167,150.1833,65.98,82,92,9.48,overcast clouds
361,Gat,IL,31.61,34.7642,53.4,100,77,9.48,broken clouds
362,Burnie,AU,-41.0667,145.9167,63.95,70,60,3.27,broken clouds
363,Mirnyy,RU,62.5353,113.9611,-10.32,99,100,2.33,overcast clouds
364,Reinosa,ES,42.9996,-4.138,44.06,96,100,3.04,overcast clouds
365,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,84,38,21.47,scattered clouds
366,Zhongshu,CN,24.5167,103.7667,40.77,94,100,3.78,overcast clouds
367,Saint George,US,37.1041,-113.5841,50.43,22,0,1.99,clear sky
368,Lima,PE,-12.0432,-77.0282,73.65,60,0,10.36,clear sky
369,Surt,LY,31.2089,16.5887,56.43,61,0,8.84,clear sky
370,Mielec,PL,50.2871,21.4239,38.79,84,100,10.89,overcast clouds
371,Murmansk,RU,68.0,34.0,5.07,92,100,8.48,overcast clouds
372,Mayumba,GA,-3.432,10.6554,76.71,82,73,0.65,broken clouds
373,Bluefield,US,37.2698,-81.2223,39.24,96,100,8.01,mist
374,Mubi,NG,10.2676,13.2644,66.11,22,60,4.74,broken clouds
375,Verkhnevilyuysk,RU,63.4453,120.3167,-21.78,99,59,1.32,broken clouds
376,Paso De Carrasco,UY,-34.8603,-56.0522,75.65,77,75,8.05,broken clouds
377,Vanimo,PG,-2.6741,141.3028,79.0,83,63,4.29,broken clouds
378,Puri,IN,19.8,85.85,66.72,58,0,10.51,clear sky
379,Naryan-Mar,RU,67.6713,53.087,-12.01,100,98,5.93,overcast clouds
380,Kaitangata,NZ,-46.2817,169.8464,57.92,53,82,5.91,broken clouds
381,Tupelo,US,34.2576,-88.7034,32.29,79,100,8.99,overcast clouds
382,Nalut,LY,30.3333,10.85,53.11,26,46,9.48,scattered clouds
383,Sanbu,CN,33.4594,119.1453,27.48,51,2,5.44,clear sky
384,Velizh,RU,55.6056,31.1967,3.7,100,97,5.12,overcast clouds
385,Vaijapur,IN,19.9167,74.7333,62.28,31,59,6.46,broken clouds
386,Gheorgheni,RO,46.7167,25.6167,27.59,93,37,1.57,scattered clouds
387,Uriangato,MX,20.15,-101.1833,78.89,17,23,3.02,few clouds
388,Puerto Escondido,MX,15.85,-97.0667,82.99,58,1,6.73,clear sky
389,Balabac,PH,7.9868,117.0645,79.79,82,92,22.55,moderate rain
390,Banes,CU,20.9625,-75.7186,76.93,61,22,11.99,few clouds
391,Wajir,KE,1.7471,40.0573,83.91,29,64,16.55,broken clouds
392,Ust-Kuyga,RU,70.0167,135.6,-37.89,100,99,5.28,overcast clouds
393,Hailar,CN,49.2,119.7,-8.99,90,100,4.52,overcast clouds
394,Clarence Town,AU,-32.5833,151.7833,71.85,77,77,6.42,broken clouds
395,Tommot,RU,58.9564,126.2925,-4.59,98,100,4.12,overcast clouds
396,Ayabaca,PE,-4.6398,-79.7149,53.56,79,93,4.38,light rain
397,Den Helder,NL,52.9599,4.7593,44.58,77,75,25.99,broken clouds
398,Wagar,SD,16.1525,36.2032,69.12,62,5,14.7,clear sky
399,Lewiston,US,44.1003,-70.2148,20.03,91,100,14.97,snow
400,Karasburg,NA,-28.0167,18.75,78.66,41,99,4.61,overcast clouds
401,Kavaratti,IN,10.5669,72.642,78.12,60,98,6.11,overcast clouds
402,Kaili,ID,-3.4626,120.2147,67.55,91,100,3.18,overcast clouds
403,Pisco,PE,-13.7,-76.2167,77.05,61,0,21.85,clear sky
404,Igarka,RU,67.4667,86.5833,4.28,96,100,9.08,light snow
405,Marrakesh,MA,31.6315,-8.0083,68.07,30,40,8.05,scattered clouds
406,Tazovskiy,RU,67.4667,78.7,6.46,96,98,5.82,overcast clouds
407,Saquena,PE,-4.6667,-73.5167,85.95,59,43,1.3,very heavy rain
408,Ngunguru,NZ,-35.6167,174.5,75.16,85,47,13.42,scattered clouds
409,Pecos,US,31.4229,-103.4932,39.06,38,0,5.75,clear sky
410,Zhigansk,RU,66.7697,123.3711,-28.79,99,99,4.76,overcast clouds
411,Kjollefjord,NO,70.9457,27.3465,19.45,88,100,32.3,light snow
412,Hamilton,US,39.1834,-84.5333,25.88,85,100,1.99,overcast clouds
413,Barranca,PE,-10.75,-77.7667,72.68,75,19,10.07,few clouds
414,Viedma,AR,-40.8135,-62.9967,66.38,70,100,19.06,moderate rain
415,Krasnoselkup,RU,65.7,82.4667,15.35,96,100,6.64,light snow
416,Ferme-Neuve,CA,46.7001,-75.4493,6.58,79,97,6.24,overcast clouds
417,Cortez,US,37.3489,-108.5859,39.42,36,0,2.28,clear sky
418,Komsomolskiy,UZ,40.4272,71.7189,35.02,68,4,2.3,clear sky
419,Evensk,RU,61.95,159.2333,15.26,42,0,21.61,clear sky
420,Hualmay,PE,-11.0964,-77.6139,73.74,75,21,10.65,few clouds
421,Dongying,CN,37.4564,118.4856,21.15,33,0,8.01,clear sky
422,Tiebissou,CI,7.1574,-5.2257,82.49,23,6,3.09,clear sky
423,Kismayo,SO,-0.3582,42.5454,77.52,82,84,14.67,broken clouds
424,Kang,BW,-23.6752,22.7876,73.96,60,84,7.94,broken clouds
425,Shambu,ET,9.5667,37.1,53.96,43,45,2.1,scattered clouds
426,Port Macquarie,AU,-31.4333,152.9167,66.88,72,88,16.82,overcast clouds
427,Tambacounda,SN,13.7539,-13.7586,87.85,14,0,6.91,clear sky
428,Nhulunbuy,AU,-12.2333,136.7667,81.21,83,100,6.91,overcast clouds
429,Chicama,PE,-7.8447,-79.1469,70.34,63,78,10.09,broken clouds
430,Truth Or Consequences,US,33.1284,-107.2528,41.92,32,0,10.36,clear sky
431,Isabela,PH,6.7085,121.9711,77.05,85,100,9.26,overcast clouds
432,Port Lincoln,AU,-34.7333,135.8667,66.83,77,87,13.56,overcast clouds
433,Paamiut,GL,61.994,-49.6678,7.63,87,100,7.18,light snow
434,Anadyr,RU,64.75,177.4833,12.7,48,1,26.84,clear sky
435,Cherusti,RU,55.5498,40.0107,6.17,97,68,5.91,broken clouds
436,Codo,BR,-4.4553,-43.8856,79.56,78,95,3.0,moderate rain
437,Kuybyshevskiy Zaton,RU,55.1593,49.1701,27.18,97,100,7.09,overcast clouds
438,Oneida,US,43.2001,-75.4663,19.0,89,100,1.01,light snow
439,Vostok,RU,46.4856,135.8833,-12.23,99,100,3.27,overcast clouds
440,Batagay,RU,67.6333,134.6333,-39.21,98,31,1.79,scattered clouds
441,Mecca,SA,21.4267,39.8261,60.64,57,50,15.55,scattered clouds
442,Necochea,AR,-38.5473,-58.7368,64.04,61,100,9.06,light rain
443,Cap Malheureux,MU,-19.9842,57.6142,80.47,83,100,8.99,overcast clouds
444,Lieksa,FI,63.3167,30.0167,16.52,82,100,18.61,overcast clouds
445,Ucluelet,CA,48.9329,-125.5528,47.08,94,100,5.01,overcast clouds
446,Lagoa,PT,39.05,-27.9833,57.92,83,72,16.89,broken clouds
447,Itarema,BR,-2.9248,-39.9167,80.08,77,91,12.44,overcast clouds
448,Butembo,CD,0.15,29.2833,62.55,67,100,2.71,overcast clouds
449,Amahai,ID,-3.3333,128.9167,78.26,83,99,5.28,overcast clouds
450,Tawang,IN,27.5833,91.8667,28.87,98,100,2.75,light snow
451,Raudeberg,NO,61.9875,5.1352,38.86,87,100,13.0,overcast clouds
452,Ahuimanu,US,21.4447,-157.8378,80.85,59,0,4.0,clear sky
453,Ambulu,ID,-8.345,113.6058,74.7,91,92,4.38,overcast clouds
454,Kenai,US,60.5544,-151.2583,26.15,91,100,3.44,overcast clouds
455,Ambagarh Chauki,IN,20.7833,80.7167,55.31,39,17,2.68,few clouds
456,Aksay,RU,47.26,39.87,34.25,96,100,8.01,overcast clouds
457,High Level,CA,58.5169,-117.136,-0.29,71,100,5.75,snow
458,Kaura Namoda,NG,12.5898,6.5779,66.06,13,0,10.27,clear sky
459,Karpogory,RU,64.0019,44.4451,-9.56,100,86,3.04,overcast clouds
460,Port Hardy,CA,50.6996,-127.4199,46.58,87,75,11.5,light rain
461,Kajaani,FI,64.2273,27.7285,19.45,86,100,23.02,light snow
462,Oistins,BB,13.0667,-59.5333,80.69,65,40,13.8,scattered clouds
463,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,10.26,94,100,7.94,overcast clouds
464,Bom Jesus,BR,-9.0744,-44.3586,79.79,57,76,1.12,broken clouds
465,Vyritsa,RU,59.4078,30.3481,18.91,92,90,10.98,overcast clouds
466,Yacuiba,BO,-22.038,-63.6797,83.17,78,75,6.91,broken clouds
467,Constantine,DZ,36.365,6.6147,53.01,35,0,3.44,clear sky
468,Santa Maria,BR,-29.6842,-53.8069,83.5,74,40,5.75,scattered clouds
469,Kutulik,RU,53.3508,102.7839,-4.56,100,99,4.25,overcast clouds
470,Tiblawan,PH,6.4783,126.1083,79.25,79,100,12.17,overcast clouds
471,Urumqi,CN,43.801,87.6005,-1.25,85,100,2.24,fog
472,Prnjavor,BA,44.8703,17.6628,45.66,76,99,4.21,overcast clouds
473,Vasai,IN,19.47,72.8,69.89,54,39,4.12,scattered clouds
474,Prince Rupert,CA,54.3161,-130.3201,44.69,87,100,10.36,light rain
475,Jutai,BR,-5.1833,-68.9,73.02,99,100,0.54,moderate rain
476,Half Moon Bay,US,37.4636,-122.4286,68.05,44,0,5.75,clear sky
477,Palmira,CO,3.5394,-76.3036,83.68,51,40,17.27,scattered clouds
478,Riyadh,SA,24.6877,46.7219,68.14,55,42,13.02,scattered clouds
479,Kuloy,RU,61.0305,42.4925,-14.87,100,100,0.85,overcast clouds
480,Samarai,PG,-10.6167,150.6667,82.69,77,85,8.68,overcast clouds
481,Nara,JP,34.6851,135.8049,38.48,62,32,14.27,scattered clouds
482,Kilindoni,TZ,-7.9139,39.6668,79.47,84,79,8.48,moderate rain
483,Broome,US,42.2506,-75.833,21.02,75,75,1.99,mist
484,Gizo,SB,-8.103,156.8419,83.03,79,91,10.56,moderate rain
485,San Carlos De Bariloche,AR,-41.1456,-71.3082,67.75,32,75,10.36,broken clouds
486,Jand,PK,33.4299,72.0193,47.52,31,0,4.34,clear sky
487,Parma,IT,44.8027,10.329,46.15,94,100,2.06,overcast clouds
488,Freeport,US,40.6576,-73.5832,37.02,84,100,5.01,mist
489,Yinchuan,CN,38.4681,106.2731,18.61,32,98,8.3,overcast clouds
490,Iracoubo,GF,5.4802,-53.2011,76.15,88,100,8.43,overcast clouds
491,Ahipara,NZ,-35.1667,173.1667,76.19,74,94,14.32,overcast clouds
492,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,51,20,8.05,few clouds
493,Opportunity,US,47.6499,-117.2399,38.89,83,100,3.0,overcast clouds
494,Manyana,BW,-23.4,21.7167,75.04,57,36,6.35,scattered clouds
495,Barry,GB,51.4067,-3.2694,44.47,81,56,10.36,broken clouds
496,Broken Hill,AU,-31.95,141.4333,65.91,48,96,11.5,overcast clouds
497,Auki,SB,-8.7676,160.7034,81.41,85,100,8.41,overcast clouds
498,Borba,BR,-4.3878,-59.5939,76.06,98,97,2.44,light rain
499,Nikolayevka,RU,53.1257,47.2041,26.22,98,100,2.57,overcast clouds
500,Katherine,AU,-14.4667,132.2667,77.32,94,99,0.0,overcast clouds
501,Santa Cruz De Tenerife,ES,28.4682,-16.2546,66.88,69,20,3.0,few clouds
502,Kamenka,RU,51.3223,42.7678,14.25,97,96,8.81,overcast clouds
503,Kapoeta,SS,4.7717,33.5903,83.25,35,100,4.83,overcast clouds
504,College,US,64.8569,-147.8028,7.23,61,100,5.75,overcast clouds
505,Cangzhou,CN,38.3167,116.8667,19.83,35,0,3.0,clear sky
506,Luanda,AO,-8.8368,13.2343,77.0,78,20,8.05,few clouds
507,Mocuba,MZ,-16.8392,36.9856,71.1,93,100,2.55,overcast clouds
508,Roswell,US,34.0232,-84.3616,45.32,90,100,1.99,overcast clouds
509,Warri,NG,5.5167,5.75,80.4,74,8,4.18,clear sky
510,Locri,IT,38.2414,16.2623,55.81,47,100,5.84,overcast clouds
511,Pacific Grove,US,36.6177,-121.9166,68.38,42,0,5.01,clear sky
512,Kemin,KG,42.7846,75.6892,23.52,53,0,9.55,clear sky
513,Eureka,US,40.8021,-124.1637,56.19,77,98,4.0,overcast clouds
514,Vestmanna,FO,62.1564,-7.1664,32.92,51,20,24.16,few clouds
515,Doha,QA,25.2867,51.5333,66.09,88,0,5.75,clear sky
516,Sept-Iles,CA,50.2001,-66.3821,3.72,47,20,6.91,few clouds
517,Mana,GF,5.6592,-53.7767,76.08,89,100,7.47,overcast clouds
518,Pahrump,US,36.2083,-115.9839,54.25,22,0,3.0,clear sky
519,Vung Tau,VN,10.346,107.0843,76.06,79,88,15.21,overcast clouds
520,Tadine,NC,-21.55,167.8833,81.41,83,100,15.28,light rain
521,Boddam,GB,57.4667,-1.7833,37.38,87,14,27.74,few clouds
522,Norsup,VU,-16.0667,167.3833,80.31,86,100,21.32,overcast clouds
523,Jiuquan,CN,39.7432,98.5174,15.51,38,100,2.44,overcast clouds
524,Kaoma,ZM,-14.7833,24.8,63.68,96,100,3.91,overcast clouds
525,Shestakovo,RU,56.4915,103.96,6.37,98,100,3.38,overcast clouds
526,La Orilla,MX,17.9833,-102.2333,79.81,60,2,7.63,clear sky
527,Semey,KZ,50.4111,80.2275,-2.63,86,6,9.86,clear sky
528,Labuhan,ID,-6.8844,112.2051,78.22,85,95,7.9,overcast clouds
529,Northam,GB,51.0333,-4.2167,44.62,75,56,17.52,broken clouds
530,Morgan City,US,29.6994,-91.2068,39.99,93,100,9.22,overcast clouds
531,Ketchikan,US,55.3422,-131.6461,42.78,98,100,9.4,light rain
532,Chesma,RU,53.8111,60.6533,17.78,95,100,6.78,overcast clouds
533,Gladstone,AU,-23.85,151.25,76.93,53,40,13.8,scattered clouds
534,Laguna,US,38.421,-121.4238,68.43,43,0,1.99,clear sky
535,Killybegs,IE,54.6333,-8.45,35.46,64,57,17.69,broken clouds
536,Launceston,AU,-41.45,147.1667,61.48,73,77,1.99,broken clouds
537,Kankon,IN,15.0167,74.0167,71.4,85,53,5.91,broken clouds
538,Sokoni,TZ,-6.4333,39.55,82.26,81,100,5.93,overcast clouds
539,Kyren,RU,51.6828,102.1408,-0.53,84,59,1.86,broken clouds
540,Lysyye Gory,RU,51.5506,44.8414,14.54,96,99,7.47,overcast clouds
541,Marzuq,YE,14.4,46.4667,63.19,49,5,6.24,clear sky
542,Bandarbeyla,SO,9.4942,50.8122,73.81,70,1,9.98,clear sky
543,Quatre Cocos,MU,-20.2078,57.7625,80.1,87,100,17.83,light rain
544,Soure,BR,-0.7167,-48.5233,77.22,88,100,7.23,moderate rain
545,Severnoye,RU,56.3491,78.3619,14.99,83,99,11.92,overcast clouds
546,Pangai,TO,-19.8,-174.35,77.11,88,100,13.8,heavy intensity rain
547,Bend,US,44.0582,-121.3153,52.0,42,75,1.01,broken clouds
548,Vestmannaeyjar,IS,63.4427,-20.2734,32.85,63,100,19.71,overcast clouds
549,Kieta,PG,-6.2167,155.6333,83.59,78,100,11.68,overcast clouds
550,Kumluca,TR,36.3703,30.2869,46.67,51,64,8.01,broken clouds
551,Sisimiut,GL,66.9395,-53.6735,6.12,81,100,29.04,overcast clouds
552,Barddhaman,IN,23.25,87.85,59.02,95,4,9.1,clear sky
553,Flin Flon,CA,54.7682,-101.865,-13.16,64,75,5.75,broken clouds
554,Akureyri,IS,65.6835,-18.0878,22.93,93,75,6.91,broken clouds
555,Rongcheng,CN,30.634,117.8517,35.37,83,0,2.64,clear sky
556,Huarmey,PE,-10.0681,-78.1522,74.77,74,13,11.23,few clouds
557,Lompoc,US,34.6391,-120.4579,71.22,44,0,8.99,clear sky
558,Hammerfest,NO,70.6634,23.6821,16.25,86,100,24.16,light snow
559,Olot,ES,42.181,2.4901,52.57,76,99,1.01,overcast clouds
560,Kalianget,ID,-7.05,113.9333,77.76,87,72,7.18,broken clouds
561,Angoche,MZ,-16.2325,39.9086,77.83,83,93,3.96,overcast clouds
562,Emporia,US,38.4039,-96.1817,34.52,72,1,9.31,clear sky
563,Botshabelo,ZA,-29.2702,26.7052,63.77,87,40,3.13,scattered clouds
564,Pechory,RU,57.8164,27.6119,15.26,89,90,14.14,overcast clouds
565,Carutapera,BR,-1.195,-46.02,76.26,93,99,6.82,light rain
566,Statesboro,US,32.4488,-81.7832,67.8,88,100,5.75,overcast clouds
567,Lebanon,US,36.2081,-86.2911,31.15,87,100,8.05,overcast clouds
568,Sao Raimundo Nonato,BR,-9.0153,-42.6994,80.37,48,61,3.44,broken clouds
569,Isaka,TZ,-3.9,32.9333,61.09,97,99,5.28,overcast clouds
570,Tarko-Sale,RU,64.9225,77.785,15.87,96,100,7.92,light snow
571,Groa,NO,62.65,8.7167,33.89,87,97,12.35,light snow
572,Williamsburg,US,37.2707,-76.7075,73.35,74,75,9.22,broken clouds
573,Makokou,GA,0.5738,12.8642,71.17,86,85,2.08,overcast clouds
574,Aracati,BR,-4.5617,-37.7697,80.94,75,96,11.7,overcast clouds
575,Jacareacanga,BR,-6.2222,-57.7528,75.36,97,100,1.25,overcast clouds
576,Yuzhno-Sukhokumsk,RU,44.6581,45.6436,35.24,98,100,16.17,light snow
577,Fort Nelson,CA,58.8053,-122.7002,-11.61,77,100,3.44,light snow
578,Pangody,RU,65.85,74.4859,11.95,96,100,4.29,light snow
579,Chilca,PE,-12.5211,-76.7372,77.85,81,48,6.46,scattered clouds
580,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,87.6,66,20,3.44,few clouds
581,Vyazma,RU,55.2104,34.2951,-0.74,100,100,1.74,overcast clouds
582,Sanming,CN,26.2486,117.6186,44.38,94,100,2.93,overcast clouds
583,Myitkyina,MM,25.3833,97.4,56.34,71,96,1.81,overcast clouds
584,Bucerias,MX,20.75,-105.3333,76.98,75,5,8.12,clear sky
585,Ambon,ID,-3.6954,128.1814,75.34,88,20,9.22,few clouds
586,Panama City,PA,8.9936,-79.5197,91.35,52,40,13.8,scattered clouds
587,Saint-Joseph,RE,-21.3667,55.6167,79.16,83,100,21.5,light rain
588,Vallenar,CL,-28.5708,-70.7581,79.48,33,0,7.67,clear sky
589,Bardiyah,LY,31.7561,25.0865,52.45,67,7,13.22,clear sky
590,Makakilo City,US,21.3469,-158.0858,79.68,59,40,0.0,scattered clouds
591,La Plata,AR,-34.9215,-57.9545,82.04,72,88,7.02,overcast clouds
592,Basco,PH,20.4487,121.9702,72.25,76,95,29.95,overcast clouds
593,Morros,BR,-9.4467,-46.3003,79.77,55,100,3.18,overcast clouds
594,Marshfield,US,44.6689,-90.1718,11.64,67,100,6.91,overcast clouds
595,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,63,75,8.95,broken clouds
596,Pravia,ES,43.4906,-6.1508,49.68,100,75,6.91,broken clouds
597,Kalispell,US,48.1958,-114.3129,40.5,89,100,8.05,overcast clouds
598,Saint-Pierre,RE,-21.3393,55.4781,80.24,83,75,5.75,light rain
599,Khovu-Aksy,RU,51.1333,93.6,-13.49,91,4,4.27,clear sky
600,Hanna,CA,51.6334,-111.9018,14.2,78,100,7.0,overcast clouds
601,Chabahar,IR,25.2919,60.643,70.25,63,0,9.8,clear sky
602,Baykit,RU,61.67,96.37,10.65,97,100,3.62,light snow
603,Fort Frances,CA,48.5999,-93.4003,5.16,64,100,1.01,overcast clouds
604,Tiznit,MA,29.5833,-9.5,63.28,37,99,3.31,overcast clouds
605,Porbandar,IN,21.6422,69.6093,65.37,62,1,2.26,clear sky
606,Acari,PE,-15.4311,-74.6158,78.21,61,9,9.64,clear sky
607,Manjeri,IN,11.1167,76.1167,74.08,73,20,3.44,mist
608,Rocha,UY,-34.4833,-54.3333,71.71,82,25,8.1,scattered clouds
609,Kimbe,PG,-5.5502,150.1429,81.09,83,97,3.33,light rain
610,Rundu,NA,-17.9333,19.7667,67.12,88,78,2.21,light rain
611,Micheweni,TZ,-4.9667,39.8333,79.34,84,65,6.96,broken clouds
612,Ingham,US,42.6,-84.3833,19.18,69,100,5.75,overcast clouds
613,Buchanan,LR,5.8808,-10.0467,78.76,82,43,6.06,scattered clouds
614,Plyussa,RU,58.4308,29.3654,12.72,91,74,9.91,broken clouds
615,Yar-Sale,RU,66.8333,70.8333,5.79,96,100,5.53,overcast clouds
616,Dhone,IN,15.4167,77.8833,69.48,30,63,5.46,broken clouds
617,Sistranda,NO,63.7256,8.834,37.36,91,100,38.88,light rain
618,Les Herbiers,FR,46.8667,-1.0167,38.19,90,95,5.57,overcast clouds
619,Malatya,TR,38.5,38.0,33.85,60,75,12.66,broken clouds
620,Traverse City,US,44.7631,-85.6206,20.73,73,100,1.99,overcast clouds
621,Burns Lake,CA,54.2331,-125.7533,38.55,92,84,6.17,broken clouds
622,Teguise,ES,29.0605,-13.564,64.62,45,0,6.91,clear sky
623,Bilma,NE,18.6853,12.9164,58.68,21,3,6.64,clear sky
624,Yenagoa,NG,4.9247,6.2642,79.7,77,1,3.76,clear sky
625,Buguda,IN,19.8167,84.8,63.82,57,1,3.62,clear sky
626,Cervo,ES,43.6702,-7.4101,50.2,80,100,9.33,overcast clouds
627,Santa Maria Del Oro,MX,25.9333,-105.3667,50.92,32,23,5.91,few clouds
628,Were Ilu,ET,10.6,39.4333,49.8,25,99,6.71,overcast clouds
629,Tiarei,PF,-17.5333,-149.3333,86.02,77,8,16.82,clear sky
630,Cayenne,GF,4.9333,-52.3333,80.64,87,75,4.0,broken clouds
631,Lorengau,PG,-2.0226,147.2712,82.09,70,83,6.2,broken clouds
632,Southbridge,US,42.0751,-72.0334,31.08,94,100,7.83,snow
633,Ljungby,SE,56.8332,13.9408,36.79,94,100,9.73,overcast clouds
634,Terrace,CA,54.5163,-128.6035,41.43,100,100,5.75,light rain
635,Trapani,IT,37.8333,12.6667,60.98,91,5,8.61,clear sky
636,Caledon,ZA,-34.23,19.4265,61.07,68,2,14.47,clear sky
637,Nago,JP,26.5881,127.9761,59.07,61,99,14.12,overcast clouds
638,Kapuskasing,CA,49.4169,-82.4331,-0.31,42,75,1.14,broken clouds
639,Sorland,NO,67.667,12.6934,26.67,74,62,27.51,broken clouds
640,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,78.03,80,50,2.19,scattered clouds
641,La Ronge,CA,55.1001,-105.2842,-10.95,64,100,4.61,overcast clouds
642,Kharp,RU,66.8014,65.8081,9.48,91,100,6.42,overcast clouds
643,Aykhal,RU,66.0,111.5,-26.32,100,89,3.85,overcast clouds
644,Mandali,IQ,33.7499,45.5541,52.23,67,100,4.32,overcast clouds
645,Morant Bay,JM,17.8815,-76.4093,80.65,76,20,12.86,few clouds
646,Oum Hadjer,TD,13.2954,19.6966,70.12,15,1,13.89,clear sky
647,Miles City,US,46.4083,-105.8406,32.05,67,18,6.04,few clouds
648,Sorong,ID,-0.8833,131.25,81.14,79,100,11.86,overcast clouds
649,Susuman,RU,62.7833,148.1667,-21.28,79,100,3.65,overcast clouds
650,Tyssedal,NO,60.1165,6.562,37.09,96,100,10.51,overcast clouds
651,Sabang,ID,5.8933,95.3214,81.77,75,88,14.29,overcast clouds
652,Litovko,RU,49.2361,135.1742,-4.83,99,100,1.5,overcast clouds
653,Novopokrovka,UA,49.8425,36.5477,26.98,97,49,5.84,scattered clouds
654,Dunedin,NZ,-45.8742,170.5036,57.79,59,100,4.0,overcast clouds
655,Margate,GB,51.3813,1.3862,41.88,73,39,3.0,scattered clouds
656,Lazo,RU,43.3817,133.9014,-1.46,93,45,6.33,scattered clouds
657,Aktash,RU,50.3,87.7333,-18.42,78,3,5.06,clear sky
658,Rafai,CF,4.95,23.9167,74.32,38,99,1.48,overcast clouds
659,Baiquan,CN,47.5833,126.0833,-11.78,100,96,4.12,overcast clouds
660,Turbat,PK,26.0023,63.044,65.08,21,0,1.83,clear sky
661,Praya,CV,14.9215,-23.5087,70.48,81,0,12.62,clear sky
662,Konotop,UA,51.2403,33.2026,19.53,93,100,3.06,overcast clouds
663,Ust-Ishim,RU,57.6935,71.1665,20.84,91,100,6.85,overcast clouds
664,Fujin,CN,47.26,132.0322,-11.42,93,16,7.18,few clouds
665,Manokwari,ID,-0.8667,134.0833,77.94,78,100,4.36,overcast clouds
666,Gondanglegi,ID,-7.7479,112.0132,74.52,87,98,3.4,overcast clouds
667,Palmer,US,42.1584,-72.3287,32.47,100,100,3.44,mist
668,Savinka,RU,50.0785,47.0994,28.17,94,100,10.83,overcast clouds
669,Erdaojiang,CN,41.7764,126.0319,-9.8,99,23,1.23,few clouds
670,Coihaique,CL,-45.5752,-72.0662,68.92,41,20,2.51,few clouds
671,Ust-Tsilma,RU,65.441,52.1498,-13.43,100,100,2.57,overcast clouds
672,Mosquera,CO,4.7059,-74.2302,64.49,63,40,11.5,haze
673,Cap-Aux-Meules,CA,47.3821,-61.8597,22.39,93,100,33.73,light snow
674,Ipixuna,BR,-1.7625,-48.8043,76.95,97,100,5.03,moderate rain
675,Oussouye,SN,12.485,-16.5469,78.98,52,1,6.8,clear sky
676,Rabo De Peixe,PT,37.8,-25.5833,59.27,84,20,8.05,few clouds
677,Fuyu,CN,45.1833,124.8167,-10.05,90,34,5.73,scattered clouds
678,Ulan-Ude,RU,51.8261,107.6098,-13.11,77,100,2.24,smoke
679,Muromtsevo,RU,56.3724,75.2418,20.28,80,100,10.31,overcast clouds
680,Gorontalo,ID,0.5412,123.0595,73.44,93,100,3.31,overcast clouds
681,Araouane,ML,18.9048,-3.5265,65.62,10,0,9.37,clear sky
682,Jaru,BR,-10.4389,-62.4664,78.44,90,69,2.95,moderate rain
683,Poum,NC,-20.2333,164.0167,81.41,83,100,19.84,overcast clouds
684,Coahuayana,MX,18.7333,-103.6833,85.48,38,0,6.15,clear sky
685,Marawi,PH,7.9986,124.2928,63.64,93,100,1.95,overcast clouds
686,Staunton,US,38.1496,-79.0717,46.51,71,100,10.36,overcast clouds
687,Pingzhuang,CN,42.0372,119.2889,7.14,52,0,9.64,clear sky
688,Krasnoufimsk,RU,56.6059,57.7669,24.94,95,100,2.68,overcast clouds
689,Islamkot,PK,24.6997,70.177,61.86,74,0,6.69,clear sky
690,Stepnoye,RU,51.4,46.8667,24.03,94,100,7.94,overcast clouds
